id,word,meaning,,,,,,,,,,,,,,,wrong1,wrong2,wrong3,レベル,品詞
1537,positive,ポジティブ,,,,,,,,,,,,,,,旨い,ない限り,請求書,2,形容詞
1538,none,なし,,,,,,,,,,,,,,,ポジティブ,旨い,ない限り,2,代名詞
1539,collection,コレクション,,,,,,,,,,,,,,,なし,ポジティブ,旨い,2,名詞
1540,offer,提供,,,,,,,,,,,,,,,コレクション,なし,ポジティブ,2,動詞
1541,generally,一般的に,,,,,,,,,,,,,,,提供,コレクション,なし,2,副詞
1542,basic,ベーシック,,,,,,,,,,,,,,,一般的に,提供,コレクション,2,形容詞
1543,understanding,理解,,,,,,,,,,,,,,,ベーシック,一般的に,提供,2,名詞
1544,majority,過半数,,,,,,,,,,,,,,,理解,ベーシック,一般的に,2,名詞
1545,immediately,すぐに,,,,,,,,,,,,,,,過半数,理解,ベーシック,2,副詞
1546,male,男性,,,,,,,,,,,,,,,すぐに,過半数,理解,2,形容詞
1547,require,必要,,,,,,,,,,,,,,,男性,すぐに,過半数,2,動詞
1548,completely,全く,,,,,,,,,,,,,,,必要,男性,すぐに,2,副詞
1549,suppose,思う,,,,,,,,,,,,,,,全く,必要,男性,2,動詞
1550,eventually,いずれ,,,,,,,,,,,,,,,思う,全く,必要,2,副詞
1551,access,アクセス,,,,,,,,,,,,,,,いずれ,思う,全く,2,名詞
1552,senior,シニア,,,,,,,,,,,,,,,アクセス,いずれ,思う,2,形容詞
1553,account,アカウント,,,,,,,,,,,,,,,シニア,アクセス,いずれ,2,名詞
1554,extra,エクストラ,,,,,,,,,,,,,,,アカウント,シニア,アクセス,2,形容詞
1555,conference,会議,,,,,,,,,,,,,,,エクストラ,アカウント,シニア,2,名詞
1556,surface,表面,,,,,,,,,,,,,,,会議,エクストラ,アカウント,2,名詞
1557,income,収入,,,,,,,,,,,,,,,表面,会議,エクストラ,2,名詞
1558,crime,犯罪,,,,,,,,,,,,,,,収入,表面,会議,2,名詞
1559,edge,エッジ,,,,,,,,,,,,,,,犯罪,収入,表面,2,名詞
1560,nobody,誰も,,,,,,,,,,,,,,,エッジ,犯罪,収入,2,代名詞
1561,detail,詳細,,,,,,,,,,,,,,,誰も,エッジ,犯罪,2,名詞
1562,effective,効果的,,,,,,,,,,,,,,,詳細,誰も,エッジ,2,形容詞
1563,suggest,提案する,,,,,,,,,,,,,,,効果的,詳細,誰も,2,動詞
1564,source,ソース,,,,,,,,,,,,,,,提案する,効果的,詳細,2,名詞
1565,lack,欠如,,,,,,,,,,,,,,,ソース,提案する,効果的,2,名詞
1566,aware,アウェア,,,,,,,,,,,,,,,欠如,ソース,提案する,2,形容詞
1567,commercial,コマーシャル,,,,,,,,,,,,,,,アウェア,欠如,ソース,2,形容詞
1568,concern,懸念,,,,,,,,,,,,,,,コマーシャル,アウェア,欠如,2,名詞
1569,trial,トライアル,,,,,,,,,,,,,,,懸念,コマーシャル,アウェア,2,名詞
1570,competition,コンペティション,,,,,,,,,,,,,,,トライアル,懸念,コマーシャル,2,名詞
1571,degree,程度,,,,,,,,,,,,,,,コンペティション,トライアル,懸念,2,名詞
1572,football,フットボール,,,,,,,,,,,,,,,程度,コンペティション,トライアル,2,名詞
1573,quick,迅速,,,,,,,,,,,,,,,フットボール,程度,コンペティション,2,形容詞
1574,bar,バー,,,,,,,,,,,,,,,迅速,フットボール,程度,2,名詞
1575,independent,インディペンデント,,,,,,,,,,,,,,,バー,迅速,フットボール,2,形容詞
1576,directly,直ちに,,,,,,,,,,,,,,,インディペンデント,バー,迅速,2,副詞
1577,statement,声明,,,,,,,,,,,,,,,直ちに,インディペンデント,バー,2,名詞
1578,factor,ファクター,,,,,,,,,,,,,,,声明,直ちに,インディペンデント,2,名詞
1579,avoid,避ける,,,,,,,,,,,,,,,ファクター,声明,直ちに,2,動詞
1580,accept,受け入れる,,,,,,,,,,,,,,,避ける,ファクター,声明,2,動詞
1581,complete,完全,,,,,,,,,,,,,,,受け入れる,避ける,ファクター,2,形容詞
1582,highly,なかなか,,,,,,,,,,,,,,,完全,受け入れる,避ける,2,副詞
1583,anybody,誰でも,,,,,,,,,,,,,,,なかなか,完全,受け入れる,2,代名詞
1584,appropriate,適切,,,,,,,,,,,,,,,誰でも,なかなか,完全,2,形容詞
1585,discussion,ディスカッション,,,,,,,,,,,,,,,適切,誰でも,なかなか,2,名詞
1586,task,タスク,,,,,,,,,,,,,,,ディスカッション,適切,誰でも,2,名詞
1587,finding,発見,,,,,,,,,,,,,,,タスク,ディスカッション,適切,2,名詞
1588,operation,操作,,,,,,,,,,,,,,,発見,タスク,ディスカッション,2,名詞
1589,fear,恐怖,,,,,,,,,,,,,,,操作,発見,タスク,2,名詞
1590,hardly,漸く,,,,,,,,,,,,,,,恐怖,操作,発見,2,副詞
1591,reality,現実,,,,,,,,,,,,,,,漸く,恐怖,操作,2,名詞
1592,benefit,利益,,,,,,,,,,,,,,,現実,漸く,恐怖,2,名詞
1593,responsible,責任ある,,,,,,,,,,,,,,,利益,現実,漸く,2,形容詞
1594,debate,討論,,,,,,,,,,,,,,,責任ある,利益,現実,2,名詞
1595,responsibility,責任,,,,,,,,,,,,,,,討論,責任ある,利益,2,名詞
1596,professor,教授,,,,,,,,,,,,,,,責任,討論,責任ある,2,名詞
1597,cancer,癌,,,,,,,,,,,,,,,教授,責任,討論,2,名詞
1598,describe,記述する,,,,,,,,,,,,,,,癌,教授,責任,2,動詞
1599,female,女性,,,,,,,,,,,,,,,記述する,癌,教授,2,形容詞
1600,argument,議論,,,,,,,,,,,,,,,女性,記述する,癌,2,名詞
1601,version,バージョン,,,,,,,,,,,,,,,議論,女性,記述する,2,名詞
1602,fully,十分に,,,,,,,,,,,,,,,バージョン,議論,女性,2,副詞
1603,potential,ポテンシャル,,,,,,,,,,,,,,,十分に,バージョン,議論,2,形容詞
1604,southern,サザン,,,,,,,,,,,,,,,ポテンシャル,十分に,バージョン,2,形容詞
1605,equipment,設備,,,,,,,,,,,,,,,サザン,ポテンシャル,十分に,2,名詞
1606,review,レビュー,,,,,,,,,,,,,,,設備,サザン,ポテンシャル,2,名詞
1607,scale,スケール,,,,,,,,,,,,,,,レビュー,設備,サザン,2,名詞
1608,protection,保護,,,,,,,,,,,,,,,スケール,レビュー,設備,2,名詞
1609,chief,チーフ,,,,,,,,,,,,,,,保護,スケール,レビュー,2,形容詞
1610,wine,ワイン,,,,,,,,,,,,,,,チーフ,保護,スケール,2,名詞
1611,obvious,明らか,,,,,,,,,,,,,,,ワイン,チーフ,保護,2,形容詞
1612,tiny,小さい,,,,,,,,,,,,,,,明らか,ワイン,チーフ,2,形容詞
1613,appeal,アピール,,,,,,,,,,,,,,,小さい,明らか,ワイン,2,名詞
1614,organization,組織,,,,,,,,,,,,,,,アピール,小さい,明らか,2,名詞
1615,cash,現金,,,,,,,,,,,,,,,組織,アピール,小さい,2,名詞
1616,relatively,比較的,,,,,,,,,,,,,,,現金,組織,アピール,2,副詞
1617,charge,料金,,,,,,,,,,,,,,,比較的,現金,組織,2,名詞
1618,battle,戦い,,,,,,,,,,,,,,,料金,比較的,現金,2,名詞
1619,feature,特徴,,,,,,,,,,,,,,,戦い,料金,比較的,2,名詞
1620,victory,勝利,,,,,,,,,,,,,,,特徴,戦い,料金,2,名詞
1621,method,方法,,,,,,,,,,,,,,,勝利,特徴,戦い,2,名詞
1622,additional,追加,,,,,,,,,,,,,,,方法,勝利,特徴,2,形容詞
1623,strength,強さ,,,,,,,,,,,,,,,追加,方法,勝利,2,名詞
1624,path,パス,,,,,,,,,,,,,,,強さ,追加,方法,2,名詞
1625,attempt,試みる,,,,,,,,,,,,,,,パス,強さ,追加,2,名詞
1626,behavior,振る舞い,,,,,,,,,,,,,,,試みる,パス,強さ,2,名詞
1627,network,ネットワーク,,,,,,,,,,,,,,,振る舞い,試みる,パス,2,名詞
1628,expression,表現,,,,,,,,,,,,,,,ネットワーク,振る舞い,試みる,2,名詞
1629,aid,援助,,,,,,,,,,,,,,,表現,ネットワーク,振る舞い,2,名詞
1630,tough,タフ,,,,,,,,,,,,,,,援助,表現,ネットワーク,2,形容詞
1631,advantage,利点,,,,,,,,,,,,,,,タフ,援助,表現,2,名詞
1632,possibility,可能,,,,,,,,,,,,,,,利点,タフ,援助,2,名詞
1633,prevent,防ぐ,,,,,,,,,,,,,,,可能,利点,タフ,2,動詞
1634,actual,現在,,,,,,,,,,,,,,,防ぐ,可能,利点,2,形容詞
1635,confidence,信頼,,,,,,,,,,,,,,,現在,防ぐ,可能,2,名詞
1636,tend,傾向,,,,,,,,,,,,,,,信頼,現在,防ぐ,2,動詞
1637,text,テキスト,,,,,,,,,,,,,,,傾向,信頼,現在,2,名詞
1638,breath,ブレス,,,,,,,,,,,,,,,テキスト,傾向,信頼,2,名詞
1639,due,正当,,,,,,,,,,,,,,,ブレス,テキスト,傾向,2,形容詞
1640,progress,進歩,,,,,,,,,,,,,,,正当,ブレス,テキスト,2,名詞
1641,opening,オープニング,,,,,,,,,,,,,,,進歩,正当,ブレス,2,名詞
1642,familiar,家族,,,,,,,,,,,,,,,オープニング,進歩,正当,2,形容詞
1643,sight,サイト,,,,,,,,,,,,,,,家族,オープニング,進歩,2,名詞
1644,solution,ソリューション,,,,,,,,,,,,,,,サイト,家族,オープニング,2,名詞
1645,function,機能,,,,,,,,,,,,,,,ソリューション,サイト,家族,2,名詞
1646,duty,デューティ,,,,,,,,,,,,,,,機能,ソリューション,サイト,2,名詞
1647,lovely,素敵な,,,,,,,,,,,,,,,デューティ,機能,ソリューション,2,形容詞
1648,master,マスター,,,,,,,,,,,,,,,素敵な,デューティ,機能,2,名詞
1649,balance,バランス,,,,,,,,,,,,,,,マスター,素敵な,デューティ,2,名詞
1650,essential,必要不可欠,,,,,,,,,,,,,,,バランス,マスター,素敵な,2,形容詞
1651,educational,教育的,,,,,,,,,,,,,,,必要不可欠,バランス,マスター,2,形容詞
1652,employee,従業員,,,,,,,,,,,,,,,教育的,必要不可欠,バランス,2,名詞
1653,beside,横,,,,,,,,,,,,,,,従業員,教育的,必要不可欠,2,前置詞
1654,willing,意欲的,,,,,,,,,,,,,,,横,従業員,教育的,2,形容詞
1655,extremely,極めて,,,,,,,,,,,,,,,意欲的,横,従業員,2,副詞
1656,entirely,まったく,,,,,,,,,,,,,,,極めて,意欲的,横,2,副詞
1657,correct,正しい,,,,,,,,,,,,,,,まったく,極めて,意欲的,2,形容詞
1658,application,アプリケーション,,,,,,,,,,,,,,,正しい,まったく,極めて,2,名詞
1659,relief,救援,,,,,,,,,,,,,,,アプリケーション,正しい,まったく,2,名詞
1660,negative,ネガティブ,,,,,,,,,,,,,,,救援,アプリケーション,正しい,2,形容詞
1661,exhibition,展示会,,,,,,,,,,,,,,,ネガティブ,救援,アプリケーション,2,名詞
1662,eastern,イースタン,,,,,,,,,,,,,,,展示会,ネガティブ,救援,2,形容詞
1663,alive,ライブ,,,,,,,,,,,,,,,イースタン,展示会,ネガティブ,2,形容詞
1664,prove,証明する,,,,,,,,,,,,,,,ライブ,イースタン,展示会,2,動詞
1665,double,ダブル,,,,,,,,,,,,,,,証明する,ライブ,イースタン,2,形容詞
1666,surely,確かに,,,,,,,,,,,,,,,ダブル,証明する,ライブ,2,副詞
1667,contrast,対照,,,,,,,,,,,,,,,確かに,ダブル,証明する,2,名詞
1668,publish,出版,,,,,,,,,,,,,,,対照,確かに,ダブル,2,動詞
1669,row,行,,,,,,,,,,,,,,,出版,対照,確かに,2,名詞
1670,coast,海岸,,,,,,,,,,,,,,,行,出版,対照,2,名詞
1671,expert,エキスパート,,,,,,,,,,,,,,,海岸,行,出版,2,名詞
1672,except,ただし,,,,,,,,,,,,,,,エキスパート,海岸,行,2,接続詞
1673,nod,うなずき,,,,,,,,,,,,,,,ただし,エキスパート,海岸,2,動詞
1674,seriously,まじめに,,,,,,,,,,,,,,,うなずき,ただし,エキスパート,2,副詞
1675,gallery,ギャラリー,,,,,,,,,,,,,,,まじめに,うなずき,ただし,2,名詞
1676,yard,ヤード,,,,,,,,,,,,,,,ギャラリー,まじめに,うなずき,2,名詞
1677,literature,文学,,,,,,,,,,,,,,,ヤード,ギャラリー,まじめに,2,名詞
1678,birth,誕生,,,,,,,,,,,,,,,文学,ヤード,ギャラリー,2,名詞
1679,metal,メタル,,,,,,,,,,,,,,,誕生,文学,ヤード,2,名詞
1680,tape,テープ,,,,,,,,,,,,,,,メタル,誕生,文学,2,名詞
1681,fashion,ファッション,,,,,,,,,,,,,,,テープ,メタル,誕生,2,名詞
1682,ordinary,普通,,,,,,,,,,,,,,,ファッション,テープ,メタル,2,形容詞
1683,equal,同等,,,,,,,,,,,,,,,普通,ファッション,テープ,2,形容詞
1684,reaction,反応,,,,,,,,,,,,,,,同等,普通,ファッション,2,名詞
1685,demand,リクエスト,,,,,,,,,,,,,,,反応,同等,普通,2,名詞
1686,decade,10年,,,,,,,,,,,,,,,リクエスト,反応,同等,2,名詞
1687,focus,フォーカス,,,,,,,,,,,,,,,10年,リクエスト,反応,2,名詞
1688,scientific,科学的,,,,,,,,,,,,,,,フォーカス,10年,リクエスト,2,形容詞
1689,injury,傷害,,,,,,,,,,,,,,,科学的,フォーカス,10年,2,名詞
1690,unable,できない,,,,,,,,,,,,,,,傷害,科学的,フォーカス,2,形容詞
1691,route,ルート,,,,,,,,,,,,,,,できない,傷害,科学的,2,名詞
1692,determine,判定,,,,,,,,,,,,,,,ルート,できない,傷害,2,動詞
1693,bedroom,ベッドルーム,,,,,,,,,,,,,,,判定,ルート,できない,2,名詞
1694,overall,全体,,,,,,,,,,,,,,,ベッドルーム,判定,ルート,2,形容詞
1695,fit,フィット,,,,,,,,,,,,,,,全体,ベッドルーム,判定,2,動詞
1696,software,ソフトウェア,,,,,,,,,,,,,,,フィット,全体,ベッドルーム,2,名詞
1697,desire,欲望,,,,,,,,,,,,,,,ソフトウェア,フィット,全体,2,名詞
1698,achieve,達成する,,,,,,,,,,,,,,,欲望,ソフトウェア,フィット,2,動詞
1699,sample,サンプル,,,,,,,,,,,,,,,達成する,欲望,ソフトウェア,2,名詞
1700,maintain,維持する,,,,,,,,,,,,,,,サンプル,達成する,欲望,2,動詞
1701,previously,以前に,,,,,,,,,,,,,,,維持する,サンプル,達成する,2,副詞
1702,upper,アッパー,,,,,,,,,,,,,,,以前に,維持する,サンプル,2,形容詞
1703,reader,読者,,,,,,,,,,,,,,,アッパー,以前に,維持する,2,名詞
1704,frequently,頻繁に,,,,,,,,,,,,,,,読者,アッパー,以前に,2,副詞
1705,manner,態度,,,,,,,,,,,,,,,頻繁に,読者,アッパー,2,名詞
1706,rural,農村,,,,,,,,,,,,,,,態度,頻繁に,読者,2,形容詞
1707,rare,レア,,,,,,,,,,,,,,,農村,態度,頻繁に,2,形容詞
1708,discuss,話し合う,,,,,,,,,,,,,,,レア,農村,態度,2,動詞
1709,release,リリース,,,,,,,,,,,,,,,話し合う,レア,農村,2,動詞
1710,afford,アフォード,,,,,,,,,,,,,,,リリース,話し合う,レア,2,動詞
1711,definitely,間違いなく,,,,,,,,,,,,,,,アフォード,リリース,話し合う,2,副詞
1712,equally,等しく,,,,,,,,,,,,,,,間違いなく,アフォード,リリース,2,副詞
1713,establish,確立,,,,,,,,,,,,,,,等しく,間違いなく,アフォード,2,動詞
1714,appearance,外観,,,,,,,,,,,,,,,確立,等しく,間違いなく,2,名詞
1715,reasonable,合理的,,,,,,,,,,,,,,,外観,確立,等しく,2,形容詞
1716,claim,請求,,,,,,,,,,,,,,,合理的,外観,確立,2,名詞
1717,native,ネイティブ,,,,,,,,,,,,,,,請求,合理的,外観,2,形容詞
1718,doubt,疑問,,,,,,,,,,,,,,,ネイティブ,請求,合理的,2,名詞
1719,unfortunately,残念ながら,,,,,,,,,,,,,,,疑問,ネイティブ,請求,2,副詞
1720,agent,エージェント,,,,,,,,,,,,,,,残念ながら,疑問,ネイティブ,2,名詞
1721,latter,笑い,,,,,,,,,,,,,,,エージェント,残念ながら,疑問,2,形容詞
1722,connection,接続,,,,,,,,,,,,,,,笑い,エージェント,残念ながら,2,名詞
1723,researcher,研究者,,,,,,,,,,,,,,,接続,笑い,エージェント,2,名詞
1724,noise,ノイズ,,,,,,,,,,,,,,,研究者,接続,笑い,2,名詞
1725,exist,ある,,,,,,,,,,,,,,,ノイズ,研究者,接続,2,動詞
1726,typical,典型的,,,,,,,,,,,,,,,ある,ノイズ,研究者,2,形容詞
1727,religion,宗教,,,,,,,,,,,,,,,典型的,ある,ノイズ,2,名詞
1728,argue,論じる,,,,,,,,,,,,,,,宗教,典型的,ある,2,動詞
1729,victim,犠牲者,,,,,,,,,,,,,,,論じる,宗教,典型的,2,名詞
1730,closely,密接に,,,,,,,,,,,,,,,犠牲者,論じる,宗教,2,副詞
1731,stress,ストレス,,,,,,,,,,,,,,,密接に,犠牲者,論じる,2,名詞
1732,narrow,狭い,,,,,,,,,,,,,,,ストレス,密接に,犠牲者,2,形容詞
1733,mainly,主に,,,,,,,,,,,,,,,狭い,ストレス,密接に,2,副詞
1734,technique,テクニック,,,,,,,,,,,,,,,主に,狭い,ストレス,2,名詞
1735,represent,表す,,,,,,,,,,,,,,,テクニック,主に,狭い,2,動詞
1736,conclusion,結論,,,,,,,,,,,,,,,表す,テクニック,主に,2,名詞
1737,properly,ちゃんと,,,,,,,,,,,,,,,結論,表す,テクニック,2,副詞
1738,championship,チャンピオンシップ,,,,,,,,,,,,,,,ちゃんと,結論,表す,2,名詞
1739,facility,施設,,,,,,,,,,,,,,,チャンピオンシップ,ちゃんと,結論,2,名詞
1740,emergency,緊急,,,,,,,,,,,,,,,施設,チャンピオンシップ,ちゃんと,2,名詞
1741,sharp,鋭い,,,,,,,,,,,,,,,緊急,施設,チャンピオンシップ,2,形容詞
1742,fail,失敗,,,,,,,,,,,,,,,鋭い,緊急,施設,2,動詞
1743,mayor,もっと見る,,,,,,,,,,,,,,,失敗,鋭い,緊急,2,名詞
1744,lawyer,弁護士,,,,,,,,,,,,,,,もっと見る,失敗,鋭い,2,名詞
1745,unusual,珍しい,,,,,,,,,,,,,,,弁護士,もっと見る,失敗,2,形容詞
1746,reply,返信,,,,,,,,,,,,,,,珍しい,弁護士,もっと見る,2,動詞
1747,affect,影響,,,,,,,,,,,,,,,返信,珍しい,弁護士,2,動詞
1748,mirror,ミラー,,,,,,,,,,,,,,,影響,返信,珍しい,2,名詞
1749,beat,ビート,,,,,,,,,,,,,,,ミラー,影響,返信,2,動詞
1750,combination,組み合わせ,,,,,,,,,,,,,,,ビート,ミラー,影響,2,名詞
1751,apart,別に,,,,,,,,,,,,,,,組み合わせ,ビート,ミラー,2,副詞
1752,profit,利益,,,,,,,,,,,,,,,別に,組み合わせ,ビート,2,名詞
1753,supply,供給,,,,,,,,,,,,,,,利益,別に,組み合わせ,2,名詞
1754,option,オプション,,,,,,,,,,,,,,,供給,利益,別に,2,名詞
1755,perfectly,完全に,,,,,,,,,,,,,,,オプション,供給,利益,2,副詞
1756,content,内容,,,,,,,,,,,,,,,完全に,オプション,供給,2,名詞
1757,belief,信念,,,,,,,,,,,,,,,内容,完全に,オプション,2,名詞
1758,ideal,理想的,,,,,,,,,,,,,,,信念,内容,完全に,2,形容詞
1759,apartment,アパート,,,,,,,,,,,,,,,理想的,信念,内容,2,名詞
1760,enormous,巨大,,,,,,,,,,,,,,,アパート,理想的,信念,2,形容詞
1761,hang,ハング,,,,,,,,,,,,,,,巨大,アパート,理想的,2,動詞
1762,vehicle,車両,,,,,,,,,,,,,,,ハング,巨大,アパート,2,名詞
1763,revolution,革命,,,,,,,,,,,,,,,車両,ハング,巨大,2,名詞
1764,secret,シークレット,,,,,,,,,,,,,,,革命,車両,ハング,2,形容詞
1765,respond,に返信してください。,,,,,,,,,,,,,,,シークレット,革命,車両,2,動詞
1766,consumer,消費者,,,,,,,,,,,,,,,に返信してください。,シークレット,革命,2,名詞
1767,admit,認める,,,,,,,,,,,,,,,消費者,に返信してください。,シークレット,2,動詞
1768,widely,広く,,,,,,,,,,,,,,,認める,消費者,に返信してください。,2,副詞
1769,involve,巻き込む,,,,,,,,,,,,,,,広く,認める,消費者,2,動詞
1770,wedding,ウェディング,,,,,,,,,,,,,,,巻き込む,広く,認める,2,名詞
1771,dozen,ダース,,,,,,,,,,,,,,,ウェディング,巻き込む,広く,2,数詞
1772,partly,一部,,,,,,,,,,,,,,,ダース,ウェディング,巻き込む,2,副詞
1773,guard,ガード,,,,,,,,,,,,,,,一部,ダース,ウェディング,2,名詞
1774,silver,シルバー,,,,,,,,,,,,,,,ガード,一部,ダース,2,名詞
1775,flow,フロー,,,,,,,,,,,,,,,シルバー,ガード,一部,2,名詞
1776,eighty,八十,,,,,,,,,,,,,,,フロー,シルバー,ガード,2,数詞
1777,dramatic,ドラマチック,,,,,,,,,,,,,,,八十,フロー,シルバー,2,形容詞
1778,transport,輸送,,,,,,,,,,,,,,,ドラマチック,八十,フロー,2,名詞
1779,atmosphere,雰囲気,,,,,,,,,,,,,,,輸送,ドラマチック,八十,2,名詞
1780,rarely,めったにない,,,,,,,,,,,,,,,雰囲気,輸送,ドラマチック,2,副詞
1781,location,場所,,,,,,,,,,,,,,,めったにない,雰囲気,輸送,2,名詞
